0.20996631,0.79337535
0.38663299,0.03024240
0.92983350,0.11108235
0.99035832,0.59626135
0.29996691,0.50800828
0.71562612,0.77180921
0.25159166,0.70237745
0.76947730,0.60923629
0.01877789,0.37427348
0.82645193,0.33822301
0.76578518,0.56094228
0.01983697,0.03431210
0.07177397,0.65896059
0.41042791,0.31152059
0.26904989,0.39492280
0.56292191,0.69748525
0.50316284,0.78236167
0.63799210,0.96405514
0.37964692,0.34934852
0.75365837,0.06616931
0.04324993,0.36465348
0.75650341,0.37278335
0.04985194,0.68793642
0.08937040,0.46101520
0.04454030,0.51799975
0.40461268,0.37064233
0.91302590,0.69296433
0.31334514,0.83766901
0.76770782,0.20414990
0.82363837,0.22730214
0.89298210,0.34413682
0.65472756,0.33596222
0.44949214,0.89672781
0.30850182,0.16029800
0.08866580,0.78122721
0.16672899,0.77834798
0.61751664,0.82276677
0.63816854,0.27791227
0.77263770,0.38607317
0.73651199,0.55809701
0.07090719,0.19792442
0.89157573,0.97566313
0.11005893,0.24728321
0.98465208,0.35001195
0.01070489,0.47489862
0.53589659,0.66105623
0.39081948,0.37049339
0.24135588,0.88076177
0.41088623,0.93673678
0.31819543,0.85316530
0.39244841,0.02831132
0.85245853,0.61623759
0.82028504,0.54219961
0.55602211,0.51787662
0.36174118,0.39823715
0.80939888,0.34427062
0.12341406,0.02788924
0.95420083,0.16717218
0.85048122,0.12959146
0.33528666,0.44642298
0.77663269,0.48920983
0.90599276,0.51875686
0.26757750,0.17301177
0.04962447,0.99689612
0.21061777,0.28203567
0.92057501,0.18241602
0.17102329,0.14417949
0.57780167,0.97049838
0.24619294,0.32465088
0.74294800,0.35588881
0.54091766,0.98266683
0.20669620,0.00275751
0.33131467,0.15771885
0.29053399,0.88474250
0.90668360,0.28066236
0.22226932,0.71570591
0.84117174,0.68015454
0.86902694,0.52520710
0.41556260,0.26016642
0.37992873,0.31489498
0.24535214,0.58430271
0.16600410,0.68294853
0.97900860,0.57565930
0.17386018,0.12806291
0.29190442,0.28247387
0.90973569,0.72457292
0.09128328,0.45272668
0.49169815,0.16989730
0.13167114,0.53468702
0.89259311,0.35895314
0.31538595,0.35738134
0.42144392,0.20171720
0.43237342,0.96795376
0.31823149,0.68547730
0.26806195,0.31511814
0.07282859,0.82020477
0.90814368,0.29272904
0.53863612,0.42970345
0.20345789,0.58688888
0.47512795,0.96729028
0.79254635,0.43243974
0.51186252,0.72743803
0.98244230,0.22391752
0.30048141,0.45468356
0.09352322,0.66207987
0.27496723,0.32745643
0.74023110,0.31170454
0.17501744,0.39422424
0.39632022,0.10396536
0.87802910,0.05021548
0.57153627,0.62695706
0.73420059,0.04417636
0.10669940,0.85201724
0.83120149,0.00701429
0.56964408,0.73321903
0.92217626,0.18207148
0.37031613,0.97932049
0.07936019,0.53804299
0.61130415,0.34668169
0.53418362,0.24714278
0.37574319,0.02532671
0.72121831,0.36739585
0.99692038,0.60353289
0.80466292,0.78847724
0.10873247,0.07537249
0.37337973,0.69873175
0.62874535,0.42390263
0.83007620,0.88631984
0.93156923,0.74382216
0.52778552,0.75049262
0.71628455,0.18918124
0.10971672,0.19466734
0.00000393,0.92089827
0.03634272,0.49870973
0.25446895,0.07553300
0.04794825,0.17808158
0.63360906,0.91586172
0.19279271,0.12717330
0.90152889,0.27163569
0.19370303,0.52528825
0.63844902,0.34436420
0.69914263,0.07383908
0.79418986,0.66924597
0.08187985,0.85271057
0.18946339,0.20205903
0.92143706,0.23905711
0.07111574,0.76440159
0.92470828,0.84414535
0.46690863,0.67984619
0.51320858,0.70208814
0.84644567,0.16439638
0.48752370,0.95920941
0.69587071,0.24879956
0.78569123,0.53742842
0.24951479,0.96028433
0.93233605,0.00576167
0.23734291,0.35331862
0.73893126,0.32066351
0.62561060,0.72134844
0.70619081,0.84076284
0.39085879,0.17243771
0.28562496,0.15520428
0.29376635,0.39644159
0.90216638,0.45443350
0.23852060,0.09382670
0.60772156,0.35436254
0.97218306,0.77199242
0.10567935,0.28150010
0.00319832,0.45560271
0.55184454,0.42769589
0.90952350,0.69880384
0.69904597,0.29614804
0.49706220,0.49379881
0.76224335,0.90181847
0.54504174,0.75163119
0.37196430,0.20690696
0.70227319,0.84186773
0.67015824,0.92478723
0.58734310,0.60092490
0.66256072,0.08158999
0.00482551,0.72671682
0.59091253,0.57258641
0.98954152,0.11575488
0.37759269,0.16849403
0.25711795,0.27619620
0.97811901,0.33745616
0.92721450,0.97093914
0.56635414,0.73922829
0.48736559,0.57836118
0.82264874,0.85100149
0.43944991,0.13114663
0.91633178,0.18846061
0.65435081,0.75096992
0.76982492,0.46971122
0.02370631,0.84789446
0.84749277,0.06010857
0.89919147,0.37384517
0.37127126,0.02637365
0.95423362,0.69508556
0.12890966,0.07887595
0.09125200,0.41183832
0.16597460,0.88605277
0.18036222,0.54959627
0.54315917,0.54819220
0.91562939,0.65092582
0.55201707,0.27464078
0.80911397,0.11415704
0.11635813,0.44880001
0.61149159,0.73533621
0.04898280,0.45752172
0.10647559,0.21015306
0.06783615,0.27304309
0.38966859,0.35406093
0.30172803,0.79213451
0.13013230,0.21162306
0.20504755,0.39506127
0.41187679,0.00881197
0.49644915,0.99740206
0.50899492,0.58845203
0.46016790,0.00153805
0.99904734,0.08694444
0.96540162,0.27161671
0.66831863,0.86052050
0.36887651,0.54376603
0.47672534,0.58199476
0.34240313,0.54161671
0.46281512,0.60284957
0.84507702,0.50134513
0.08887032,0.55328026
0.50894937,0.13119405
0.03416100,0.52071345
0.56380271,0.35708087
0.22632291,0.15351389
0.96731549,0.59843722
0.14028290,0.68442319
0.48464410,0.30347712
0.23966395,0.33398185
0.19943816,0.66488819
0.14474307,0.97406358
0.20452112,0.48482083
0.88583866,0.81017856
0.31834079,0.38281604
0.57589284,0.04762477
0.25310541,0.89671276
0.60309121,0.03701140
0.85147574,0.51497802
0.35231157,0.88514379
0.08860567,0.04688503
0.15794993,0.25257131
0.87500438,0.91222545
0.11261870,0.28871809
0.48866479,0.26999528
0.33288190,0.61980220
0.96441642,0.98307257
0.95501120,0.64025439
0.93374038,0.37085392
0.09300908,0.34491438
0.77273325,0.80621507
0.17885010,0.33159112
0.54730408,0.00461531
0.31605124,0.44038568
0.98954287,0.28215994
0.35262977,0.69005017
0.52382865,0.49540462
0.80334506,0.41296366
0.40835502,0.18129121
0.10914915,0.49941950
0.35967852,0.74528655
0.21747644,0.54744382
0.71946713,0.38199700
0.95853443,0.80289681
0.25313969,0.82144636
0.58730758,0.64068658
0.13795048,0.73455218
0.14248988,0.81697541
0.33802097,0.94833781
0.93019211,0.77459796
0.74761196,0.70369568
0.00794416,0.42882466
0.37182758,0.79927361
0.17582447,0.31631659
0.41385216,0.17456897
0.59833686,0.29547236
0.77702224,0.11120122
0.32640367,0.99373963
0.22709357,0.04732451
0.03756952,0.48686456
0.96952843,0.69895373
0.71092573,0.15228124
0.51731894,0.61596789
0.06861114,0.45822264
0.70670530,0.73692979
0.63897730,0.61598616
0.00051847,0.13669244
0.80271237,0.60895573
0.20616399,0.71168595
0.97693563,0.63246421
0.16129835,0.69062599
0.49401331,0.89164688
0.10648454,0.47830269
0.97958612,0.01138308
0.76192900,0.04299733
0.77663688,0.00911342
0.72623076,0.33386909
0.01176030,0.33412405
0.02444779,0.17786887
0.42963663,0.80592336
0.61721943,0.24230970
0.01356813,0.68340156
0.36783973,0.26530081
0.78663742,0.87688070
0.73509000,0.20589592
0.87305901,0.25234469
0.26751377,0.69505761
0.05823305,0.14629923
0.93184097,0.65427371
0.85981986,0.49390462
0.64960887,0.05968877
0.74367324,0.02301030
0.17172534,0.12645017
0.27347540,0.28537217
0.26424748,0.03474588
0.15148007,0.44329374
0.54079740,0.97621026
0.10023727,0.85474621
0.55267334,0.87492750
0.54077780,0.71103382
0.21311415,0.99823734
0.68690105,0.58450830
0.09318052,0.86445271
0.91581455,0.30415672
0.83747095,0.25460063
0.18685550,0.39269777
0.98386154,0.52828781
0.33040384,0.59615176
0.65323260,0.49118415
0.55089107,0.65445578
0.00837566,0.74252758
0.80608451,0.08508967
0.95844891,0.74437998
0.62374596,0.96905293
0.06082290,0.95542574
0.98211464,0.23978301
0.55533471,0.50916825
0.66315988,0.69815268
0.46048579,0.42798210
0.60037125,0.08142409
0.95072336,0.08071719
0.04079874,0.01254925
0.12606784,0.78698839
0.88982844,0.66854097
0.20613440,0.17464630
0.76853416,0.30007860
0.95444990,0.39372429
0.11505210,0.70715660
0.97458785,0.51140255
0.25907698,0.48856937
0.69857941,0.43395591
0.44350269,0.84629585
0.87755847,0.02077341
0.13926342,0.26188391
0.36838407,0.21634577
0.69093585,0.85545599
0.01311903,0.72106031
0.55081402,0.90095171
0.66570476,0.38323202
0.66433962,0.58800509
0.12592812,0.88557500
0.71361566,0.44446969
0.05131477,0.13284895
0.22351353,0.03287780
0.45315605,0.64583817
0.49576305,0.56295038
0.93909527,0.71733300
0.85679547,0.50987106
0.70159506,0.77607427
0.68583604,0.32047653
0.48930671,0.47846191
0.36397627,0.89009446
0.36750692,0.48734724
0.90354241,0.71267270
0.40121960,0.61263425
0.68497549,0.18015031
0.17622218,0.79963488
0.99247558,0.10984080
0.09114028,0.02897082
0.34657494,0.88158239
0.07238816,0.53015233
0.71284756,0.79439322
0.73810167,0.37598646
0.15748948,0.19241417
0.71290626,0.06731643
0.34212119,0.39590463
0.47024121,0.50929462
0.04788342,0.50631904
0.34920119,0.10454933
0.97177701,0.51831378
0.78184405,0.70532015
0.69974612,0.85622120
0.27469932,0.61689518
0.89728983,0.26902194
0.18911813,0.91121940
0.04156096,0.11478056
0.69021548,0.51865559
0.80342642,0.87148810
0.58747699,0.93721686
0.52699553,0.97020560
0.70532716,0.80913652
0.38163578,0.77737835
0.96452471,0.11868551
0.95612970,0.79712001
0.51461976,0.46742087
0.24086420,0.95296067
0.78137409,0.95673981
0.76995221,0.61797088
0.54145678,0.42970809
0.90673781,0.68419051
0.63898250,0.32121402
0.05154541,0.24658635
0.34697265,0.67982169
0.78034545,0.16111154
0.73312904,0.70837939
0.80227157,0.06594984
0.39129415,0.20994609
0.23741251,0.61391645
0.52378585,0.76170768
0.44359182,0.38542125
0.48499997,0.75625521
0.85385978,0.95600902
